Bug_Number|Status|Product|Priority|Resolution|Severity|Is_Confirmed
1493451|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1493457|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1493464|UNCONFIRMED|Firefox|--||normal|False
1493472|NEW|Firefox|P2||normal|True
1493483|RESOLVED|Firefox|P3|FIXED|normal|True
1493494|UNCONFIRMED|Firefox|--||normal|False
1493504|NEW|Firefox|P5||normal|True
1493511|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1493516|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493522|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493523|NEW|Firefox|P3||normal|True
1493524|NEW|Firefox|P3||normal|True
1493534|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493535|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493536|RESOLVED|Firefox|P3|FIXED|normal|True
1493539|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493540|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493543|NEW|Firefox|P5||normal|True
1493544|RESOLVED|Firefox|P1|FIXED|normal|True
1493548|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1493554|VERIFIED|Firefox|P1|FIXED|normal|True
1493573|VERIFIED|Firefox|P1|FIXED|normal|True
1493578|NEW|Firefox|P5||normal|True
1493584|NEW|Firefox|P3||normal|True
1493589|UNCONFIRMED|Firefox|--||normal|False
1493594|RESOLVED|Firefox|P3|FIXED|normal|True
1493601|RESOLVED|Firefox|--|WORKSFORME|normal|False
1493605|NEW|Firefox|--||normal|True
1493609|NEW|Firefox|P2||normal|True
1493628|RESOLVED|Firefox|P1|FIXED|normal|True
1493636|VERIFIED|Firefox|P1|FIXED|enhancement|True
1493640|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493661|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493664|RESOLVED|Firefox|P3|FIXED|normal|True
1493668|RESOLVED|Firefox|P1|FIXED|normal|True
1493682|VERIFIED|Firefox|P1|FIXED|normal|True
1493685|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493704|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493705|NEW|Firefox|P3||normal|True
1493709|RESOLVED|Firefox|--|FIXED|normal|True
1493711|RESOLVED|Firefox|P1|FIXED|normal|True
1493723|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493740|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493753|NEW|Firefox|P3||normal|True
1493767|RESOLVED|Firefox|P3|WORKSFORME|normal|True
1493776|RESOLVED|Firefox|P3|FIXED|normal|True
1493784|NEW|Firefox|P3||normal|True
1493794|RESOLVED|Firefox|--|FIXED|enhancement|True
1493795|NEW|Firefox|P3||normal|True
1493815|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1493828|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1493831|VERIFIED|Firefox|--|INVALID|normal|False
1493841|RESOLVED|Firefox|--|INVALID|normal|False
1493845|RESOLVED|Firefox|P1|FIXED|normal|True
1493851|RESOLVED|Firefox|--|INVALID|normal|False
1493859|RESOLVED|Firefox|--|DUPLICATE|normal|False
1493865|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1493871|RESOLVED|Firefox|--|INVALID|normal|False
1493889|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1493912|RESOLVED|Firefox|--|WONTFIX|normal|False
1493949|NEW|Firefox|P5||normal|True
1493951|RESOLVED|Firefox|P2|FIXED|normal|True
1493959|RESOLVED|Firefox|--|DUPLICATE|normal|True
1493969|RESOLVED|Firefox|P1|FIXED|normal|True
1493984|RESOLVED|Firefox|P3|FIXED|normal|True
1494005|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1494008|RESOLVED|Firefox|--|DUPLICATE|normal|False
1494024|RESOLVED|Firefox|--|WORKSFORME|normal|False
1494039|NEW|Firefox|--||normal|True
1494045|RESOLVED|Firefox|P3|FIXED|normal|True
1494046|RESOLVED|Firefox|P3|FIXED|normal|True
1494052|UNCONFIRMED|Firefox|--||normal|False
1494060|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494096|RESOLVED|Firefox|P5|DUPLICATE|normal|True
1494101|RESOLVED|Firefox|P1|FIXED|enhancement|True
1494103|RESOLVED|Firefox|--|WONTFIX|normal|True
1494105|RESOLVED|Firefox|--|WONTFIX|normal|False
1494128|RESOLVED|Firefox|P3|FIXED|minor|True
1494138|RESOLVED|Firefox|P3|FIXED|normal|True
1494145|VERIFIED|Firefox|--|FIXED|normal|True
1494172|ASSIGNED|Firefox|--||normal|True
1494174|RESOLVED|Firefox|--|DUPLICATE|normal|False
1494188|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1494204|RESOLVED|Firefox|P1|FIXED|normal|True
1494226|RESOLVED|Firefox|--|WORKSFORME|normal|False
1494235|RESOLVED|Firefox|--|WONTFIX|normal|True
1494250|UNCONFIRMED|Firefox|P5||normal|False
1494257|RESOLVED|Firefox|--|WONTFIX|normal|False
1494272|RESOLVED|Firefox|--|INVALID|normal|False
1494274|RESOLVED|Firefox|P2|FIXED|normal|True
1494276|RESOLVED|Firefox|P3|FIXED|normal|True
1494302|RESOLVED|Firefox|--|FIXED|normal|True
1494327|NEW|Firefox|P3||normal|True
1494331|RESOLVED|Firefox|--|WONTFIX|normal|True
1494334|RESOLVED|Firefox|P2|FIXED|normal|True
1494339|NEW|Firefox|P3||enhancement|True
1494352|RESOLVED|Firefox|--|INVALID|normal|False
1494353|NEW|Firefox|P3||normal|True
1494354|RESOLVED|Firefox|P2|DUPLICATE|normal|True
1494358|RESOLVED|Firefox|--|INVALID|normal|False
1494371|NEW|Firefox|--||normal|True
1494377|NEW|Firefox|--||enhancement|True
1494382|NEW|Firefox|P5||normal|True
1494413|RESOLVED|Firefox|--|INVALID|normal|False
1494416|NEW|Firefox|P3||normal|True
1494418|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494420|NEW|Firefox|P3||normal|True
1494427|RESOLVED|Firefox|P1|FIXED|enhancement|True
1494434|NEW|Firefox|P3||normal|True
1494436|NEW|Firefox|--||normal|True
1494439|NEW|Firefox|P3||normal|True
1494449|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494451|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494452|NEW|Firefox|P3||normal|True
1494454|NEW|Firefox|P3||normal|True
1494455|RESOLVED|Firefox|--|WONTFIX|normal|True
1494460|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494480|NEW|Firefox|--||normal|True
1494492|NEW|Firefox|P2||normal|True
1494502|RESOLVED|Firefox|--|WONTFIX|normal|False
1494505|RESOLVED|Firefox|--|DUPLICATE|normal|False
1494521|RESOLVED|Firefox|--|INVALID|normal|False
1494532|RESOLVED|Firefox|--|INVALID|critical|False
1494551|VERIFIED|Firefox|P1|FIXED|normal|True
1494553|NEW|Firefox|P3||normal|True
1494557|NEW|Firefox|P3||normal|True
1494558|NEW|Firefox|P3||normal|True
1494559|NEW|Firefox|P3||normal|True
1494560|NEW|Firefox|P3||normal|True
1494561|NEW|Firefox|P3||normal|True
1494562|NEW|Firefox|P3||normal|True
1494564|NEW|Firefox|P3||normal|True
1494575|NEW|Firefox|--||minor|True
1494580|RESOLVED|Firefox|P3|DUPLICATE|normal|True
1494583|RESOLVED|Firefox|--|WORKSFORME|enhancement|False
1494587|NEW|Firefox|P5||normal|True
1494589|RESOLVED|Firefox|P1|FIXED|normal|True
1494642|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494662|RESOLVED|Firefox|P1|FIXED|normal|True
1494668|NEW|Firefox|P3||normal|True
1494679|NEW|Firefox|P3||normal|True
1494681|RESOLVED|Firefox|--|DUPLICATE|normal|False
1494690|RESOLVED|Firefox|P3|FIXED|normal|True
1494716|RESOLVED|Firefox|--|DUPLICATE|normal|True
1494723|NEW|Firefox|P3||normal|True
1494729|NEW|Firefox|--||enhancement|True
1494736|NEW|Firefox|P3||normal|True
1494737|RESOLVED|Firefox|P1|FIXED|normal|True
1494740|RESOLVED|Firefox|--|INVALID|normal|True
1494744|RESOLVED|Firefox|P2|INCOMPLETE|normal|True
1494751|NEW|Firefox|--||normal|True
1494755|NEW|Firefox|--||normal|True
1494812|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1494813|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1494819|UNCONFIRMED|Firefox|--||normal|False
1494848|NEW|Firefox|P2||normal|True
1494854|NEW|Firefox|P3||normal|True
1494884|NEW|Firefox|P3||normal|True
1494886|RESOLVED|Firefox|--|DUPLICATE|normal|False
1494888|NEW|Firefox|P3||normal|True
1494890|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1494895|NEW|Firefox|P3||normal|True
1494900|VERIFIED|Firefox|P1|FIXED|normal|True
1494914|RESOLVED|Firefox|--|DUPLICATE|normal|False
1494923|RESOLVED|Firefox|--|INVALID|normal|True
1494944|NEW|Firefox|P3||normal|True
1494973|RESOLVED|Firefox|P1|FIXED|enhancement|True
1494981|NEW|Firefox|P5||normal|True
1494984|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495010|NEW|Firefox|P3||critical|True
1495039|RESOLVED|Firefox|--|FIXED|normal|True
1495042|NEW|Firefox|P3||normal|True
1495044|UNCONFIRMED|Firefox|--||normal|False
1495046|NEW|Firefox|P3||normal|True
1495049|RESOLVED|Firefox|P1|FIXED|normal|True
1495051|NEW|Firefox|P5||normal|True
1495056|NEW|Firefox|P4||enhancement|True
1495057|NEW|Firefox|P3||normal|True
1495081|RESOLVED|Firefox|P1|FIXED|normal|True
1495083|RESOLVED|Firefox|--|WONTFIX|normal|True
1495125|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1495127|RESOLVED|Firefox|P1|FIXED|normal|True
1495128|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1495130|RESOLVED|Firefox|P1|FIXED|normal|True
1495148|RESOLVED|Firefox|--|INVALID|normal|False
1495151|NEW|Firefox|P5||normal|True
1495161|RESOLVED|Firefox|--|FIXED|normal|False
1495165|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495171|UNCONFIRMED|Firefox|P5||normal|False
1495181|RESOLVED|Firefox|P1|FIXED|normal|True
1495183|RESOLVED|Firefox|P1|FIXED|normal|True
1495186|RESOLVED|Firefox|--|INVALID|normal|False
1495192|NEW|Firefox|P5||enhancement|True
1495193|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495194|UNCONFIRMED|Firefox|P4||normal|False
1495197|RESOLVED|Firefox|--|INVALID|normal|False
1495198|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495204|NEW|Firefox|P3||normal|True
1495212|VERIFIED|Firefox|P1|FIXED|normal|True
1495218|RESOLVED|Firefox|P5|FIXED|normal|True
1495220|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1495280|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1495286|VERIFIED|Firefox|P1|FIXED|normal|True
1495291|VERIFIED|Firefox|P1|FIXED|normal|True
1495299|VERIFIED|Firefox|--|FIXED|normal|True
1495308|RESOLVED|Firefox|--|FIXED|normal|True
1495319|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1495327|VERIFIED|Firefox|P1|FIXED|minor|True
1495331|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495340|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495351|RESOLVED|Firefox|--|WORKSFORME|normal|False
1495369|NEW|Firefox|--||enhancement|True
1495373|RESOLVED|Firefox|--|INVALID|normal|False
1495375|NEW|Firefox|P3||normal|True
1495384|RESOLVED|Firefox|--|WONTFIX|normal|False
1495396|RESOLVED|Firefox|--|WORKSFORME|normal|False
1495398|RESOLVED|Firefox|P3|WONTFIX|normal|True
1495403|RESOLVED|Firefox|--|FIXED|normal|True
1495405|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495432|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495433|NEW|Firefox|P3||normal|True
1495454|RESOLVED|Firefox|--|INVALID|normal|True
1495496|RESOLVED|Firefox|--|WORKSFORME|normal|False
1495505|RESOLVED|Firefox|--|WORKSFORME|normal|False
1495517|VERIFIED|Firefox|P1|FIXED|major|True
1495530|VERIFIED|Firefox|P1|FIXED|normal|True
1495535|NEW|Firefox|P3||trivial|True
1495546|RESOLVED|Firefox|P1|FIXED|normal|True
1495548|NEW|Firefox|P1||normal|True
1495549|VERIFIED|Firefox|P1|FIXED|normal|True
1495561|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495612|VERIFIED|Firefox|P1|FIXED|normal|True
1495613|NEW|Firefox|P3||normal|True
1495614|VERIFIED|Firefox|P1|FIXED|normal|True
1495616|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495619|RESOLVED|Firefox|--|INVALID|normal|True
1495658|RESOLVED|Firefox|--|INVALID|normal|False
1495671|RESOLVED|Firefox|P1|FIXED|normal|True
1495696|RESOLVED|Firefox|--|DUPLICATE|normal|False
1495723|RESOLVED|Firefox|--|FIXED|normal|True
1495747|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1495767|RESOLVED|Firefox|--|INVALID|normal|False
1495768|VERIFIED|Firefox|P1|FIXED|enhancement|True
1495801|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1495804|NEW|Firefox|P3||normal|True
1495838|RESOLVED|Firefox|P2|FIXED|normal|True
1495843|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1495852|NEW|Firefox|--||normal|True
1495853|NEW|Firefox|P3||normal|True
1495885|RESOLVED|Firefox|P5|FIXED|normal|True
1495973|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1495974|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1495975|VERIFIED|Firefox|P1|FIXED|normal|True
1495979|RESOLVED|Firefox|--|WONTFIX|normal|True
1495991|RESOLVED|Firefox|--|WONTFIX|normal|False
1496022|RESOLVED|Firefox|--|DUPLICATE|normal|False
1496024|REOPENED|Firefox|P3||normal|True
1496040|NEW|Firefox|P3||normal|True
1496060|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496061|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496063|RESOLVED|Firefox|--|DUPLICATE|normal|False
1496077|RESOLVED|Firefox|P1|INVALID|normal|True
1496081|NEW|Firefox|P3||normal|True
1496091|VERIFIED|Firefox|P1|FIXED|normal|True
1496092|RESOLVED|Firefox|P2|FIXED|enhancement|True
1496098|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1496110|RESOLVED|Firefox|--|INVALID|normal|False
1496128|VERIFIED|Firefox|P1|FIXED|normal|True
1496137|RESOLVED|Firefox|P1|FIXED|normal|True
1496148|UNCONFIRMED|Firefox|--||normal|False
1496152|RESOLVED|Firefox|P1|FIXED|normal|True
1496165|RESOLVED|Firefox|P1|FIXED|normal|True
1496167|VERIFIED|Firefox|P1|FIXED|normal|True
1496170|RESOLVED|Firefox|--|INVALID|normal|False
1496180|VERIFIED|Firefox|P1|FIXED|normal|True
1496189|RESOLVED|Firefox|P1|FIXED|normal|True
1496212|RESOLVED|Firefox|P1|FIXED|enhancement|True
1496213|RESOLVED|Firefox|P5|WORKSFORME|normal|True
1496235|NEW|Firefox|P3||enhancement|True
1496240|RESOLVED|Firefox|P1|FIXED|normal|True
1496241|RESOLVED|Firefox|P2|FIXED|normal|True
1496243|RESOLVED|Firefox|P1|FIXED|normal|True
1496244|VERIFIED|Firefox|P1|FIXED|normal|True
1496246|VERIFIED|Firefox|P1|FIXED|normal|True
1496256|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496258|NEW|Firefox|--||normal|True
1496266|NEW|Firefox|P5||normal|True
1496267|REOPENED|Firefox|P3||normal|True
1496302|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1496309|RESOLVED|Firefox|P1|FIXED|normal|True
1496316|RESOLVED|Firefox|--|DUPLICATE|normal|False
1496322|VERIFIED|Firefox|P1|FIXED|normal|True
1496338|VERIFIED|Firefox|P5|FIXED|normal|True
1496352|RESOLVED|Firefox|P1|FIXED|normal|True
1496357|VERIFIED|Firefox|P1|FIXED|normal|True
1496358|NEW|Firefox|--||enhancement|True
1496360|RESOLVED|Firefox|P1|FIXED|normal|True
1496365|UNCONFIRMED|Firefox|P5||normal|False
1496373|NEW|Firefox|P5||trivial|True
1496375|RESOLVED|Firefox|--|FIXED|normal|True
1496381|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496382|RESOLVED|Firefox|P1|FIXED|normal|True
1496428|RESOLVED|Firefox|P1|FIXED|normal|True
1496442|RESOLVED|Firefox|--|INVALID|normal|False
1496443|RESOLVED|Firefox|P3|FIXED|normal|True
1496447|RESOLVED|Firefox|P1|FIXED|normal|True
1496457|RESOLVED|Firefox|P1|FIXED|enhancement|True
1496476|RESOLVED|Firefox|P2|FIXED|normal|True
1496478|VERIFIED|Firefox|P1|FIXED|normal|True
1496487|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1496492|NEW|Firefox|P5||normal|True
1496516|RESOLVED|Firefox|--|DUPLICATE|normal|False
1496522|RESOLVED|Firefox|P1|FIXED|normal|True
1496547|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1496557|RESOLVED|Firefox|P1|FIXED|normal|True
1496574|RESOLVED|Firefox|--|WORKSFORME|normal|False
1496578|NEW|Firefox|P3||normal|True
1496587|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1496618|RESOLVED|Firefox|P5|FIXED|normal|True
1496634|RESOLVED|Firefox|--|DUPLICATE|normal|False
1496637|RESOLVED|Firefox|P1|FIXED|normal|True
1496638|RESOLVED|Firefox|P1|FIXED|normal|True
1496654|UNCONFIRMED|Firefox|--||normal|False
1496671|RESOLVED|Firefox|P1|FIXED|normal|True
1496679|RESOLVED|Firefox|--|DUPLICATE|minor|False
1496686|RESOLVED|Firefox|--|DUPLICATE|minor|False
1496695|RESOLVED|Firefox|--|DUPLICATE|normal|False
1496696|RESOLVED|Firefox|P3|FIXED|minor|True
1496698|RESOLVED|Firefox|P1|FIXED|normal|True
1496703|RESOLVED|Firefox|P1|FIXED|normal|True
1496705|RESOLVED|Firefox|P3|FIXED|normal|True
1496718|RESOLVED|Firefox|--|FIXED|normal|True
1496719|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496721|RESOLVED|Firefox|P1|FIXED|enhancement|True
1496743|RESOLVED|Firefox|--|FIXED|normal|True
1496753|RESOLVED|Firefox|--|FIXED|normal|True
1496759|VERIFIED|Firefox|P1|FIXED|normal|True
1496760|NEW|Firefox|P2||normal|True
1496764|RESOLVED|Firefox|P1|FIXED|normal|True
1496781|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496785|RESOLVED|Firefox|P3|FIXED|normal|True
1496802|UNCONFIRMED|Firefox|P3||normal|False
1496807|VERIFIED|Firefox|P2|FIXED|normal|True
1496811|VERIFIED|Firefox|P2|FIXED|normal|True
1496814|VERIFIED|Firefox|P1|FIXED|normal|True
1496815|VERIFIED|Firefox|P2|FIXED|normal|True
1496821|UNCONFIRMED|Firefox|P5||normal|False
1496845|NEW|Firefox|--||normal|True
1496846|RESOLVED|Firefox|--|WORKSFORME|normal|True
1496855|VERIFIED|Firefox|--|FIXED|normal|True
1496861|RESOLVED|Firefox|--|DUPLICATE|normal|True
1496869|NEW|Firefox|P3||normal|True
1496878|RESOLVED|Firefox|P2|FIXED|normal|True
1496909|UNCONFIRMED|Firefox|--||normal|False
1496981|RESOLVED|Firefox|--|WORKSFORME|normal|False
1496999|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497005|UNCONFIRMED|Firefox|--||enhancement|False
1497038|UNCONFIRMED|Firefox|P5||enhancement|False
1497039|VERIFIED|Firefox|P1|FIXED|normal|True
1497040|NEW|Firefox|--||normal|True
1497046|RESOLVED|Firefox|--|WONTFIX|normal|False
1497058|NEW|Firefox|P5||normal|True
1497062|RESOLVED|Firefox|P1|FIXED|normal|True
1497069|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497072|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497079|NEW|Firefox|--||normal|True
1497081|NEW|Firefox|--||normal|True
1497084|RESOLVED|Firefox|--|INVALID|normal|True
1497086|NEW|Firefox|P5||normal|True
1497091|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497100|UNCONFIRMED|Firefox|--||normal|False
1497105|RESOLVED|Firefox|--|WORKSFORME|normal|False
1497115|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497129|UNCONFIRMED|Firefox|P5||normal|False
1497144|RESOLVED|Firefox|P1|FIXED|normal|True
1497159|RESOLVED|Firefox|--|FIXED|normal|True
1497193|RESOLVED|Firefox|--|WONTFIX|normal|True
1497220|NEW|Firefox|P3||normal|True
1497225|VERIFIED|Firefox|P1|FIXED|normal|True
1497233|RESOLVED|Firefox|--|INVALID|normal|True
1497257|RESOLVED|Firefox|--|WONTFIX|normal|True
1497261|RESOLVED|Firefox|P1|FIXED|normal|True
1497271|NEW|Firefox|P3||enhancement|True
1497279|NEW|Firefox|P3||normal|True
1497305|RESOLVED|Firefox|--|DUPLICATE|normal|False
1497326|RESOLVED|Firefox|--|DUPLICATE|normal|False
1497344|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497366|RESOLVED|Firefox|--|DUPLICATE|normal|False
1497387|UNCONFIRMED|Firefox|--||normal|False
1497392|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497399|RESOLVED|Firefox|--|INVALID|normal|False
1497400|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497408|RESOLVED|Firefox|P1|FIXED|normal|True
1497443|VERIFIED|Firefox|P1|FIXED|minor|True
1497464|RESOLVED|Firefox|P1|FIXED|normal|True
1497469|RESOLVED|Firefox|P3|FIXED|normal|True
1497478|RESOLVED|Firefox|--|INVALID|normal|False
1497479|RESOLVED|Firefox|P3|FIXED|normal|True
1497498|RESOLVED|Firefox|P1|DUPLICATE|normal|True
1497500|NEW|Firefox|P3||normal|True
1497505|VERIFIED|Firefox|P3|FIXED|normal|True
1497507|VERIFIED|Firefox|P3|FIXED|normal|True
1497508|RESOLVED|Firefox|--|FIXED|normal|True
1497509|RESOLVED|Firefox|--|DUPLICATE|normal|True
1497514|VERIFIED|Firefox|P1|FIXED|normal|True
1497515|RESOLVED|Firefox|P1|FIXED|normal|True
1497532|VERIFIED|Firefox|P3|FIXED|normal|True
1497549|VERIFIED|Firefox|P1|FIXED|normal|True
1497550|RESOLVED|Firefox|P1|DUPLICATE|normal|True
1497551|RESOLVED|Firefox|--|WORKSFORME|normal|True
1497561|NEW|Firefox|P3||normal|True
1497565|RESOLVED|Firefox|P1|FIXED|normal|True
1497578|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1497599|RESOLVED|Firefox|P5|FIXED|normal|True
1497608|RESOLVED|Firefox|--|INVALID|normal|False
1497616|RESOLVED|Firefox|P1|FIXED|enhancement|True
1497618|RESOLVED|Firefox|--|INVALID|normal|False
1497620|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1497631|RESOLVED|Firefox|P5|FIXED|normal|True
1497640|NEW|Firefox|P3||normal|True
1497647|RESOLVED|Firefox|--|DUPLICATE|normal|True
1497653|NEW|Firefox|P3||normal|True
1497679|NEW|Firefox|P3||normal|True
1497683|RESOLVED|Firefox|P2|FIXED|normal|True
1497687|RESOLVED|Firefox|P3|DUPLICATE|normal|False
1497694|RESOLVED|Firefox|P3|FIXED|normal|True
1497710|UNCONFIRMED|Firefox|--||enhancement|False
1497711|RESOLVED|Firefox|P5|FIXED|normal|True
1497722|RESOLVED|Firefox|P5|FIXED|normal|True
1497738|RESOLVED|Firefox|--|DUPLICATE|normal|False
1497748|RESOLVED|Firefox|--|DUPLICATE|normal|False
1497756|RESOLVED|Firefox|--|DUPLICATE|normal|False
1497814|RESOLVED|Firefox|P1|FIXED|normal|True
1497832|RESOLVED|Firefox|--|INVALID|normal|False
1497841|NEW|Firefox|P3||normal|True
1497843|NEW|Firefox|P3||normal|True
1497890|RESOLVED|Firefox|--|INVALID|normal|True
1497897|NEW|Firefox|P5||normal|True
1497904|RESOLVED|Firefox|P1|FIXED|normal|True
1497907|VERIFIED|Firefox|P1|FIXED|normal|True
1497909|NEW|Firefox|P5||normal|True
1497926|RESOLVED|Firefox|P1|FIXED|normal|True
1497948|VERIFIED|Firefox|P2|FIXED|normal|True
1497967|RESOLVED|Firefox|P1|FIXED|enhancement|True
1497970|VERIFIED|Firefox|P3|FIXED|normal|True
1497975|RESOLVED|Firefox|P5|FIXED|normal|True
1497977|VERIFIED|Firefox|P1|FIXED|normal|True
1497980|VERIFIED|Firefox|P3|FIXED|normal|True
1497996|NEW|Firefox|P3||normal|True
1498011|NEW|Firefox|--||normal|True
1498021|NEW|Firefox|--||normal|True
1498023|VERIFIED|Firefox|P1|FIXED|normal|True
1498026|RESOLVED|Firefox|--|DUPLICATE|normal|True
1498032|VERIFIED|Firefox|--|FIXED|normal|True
1498033|RESOLVED|Firefox|--|WORKSFORME|normal|False
1498034|RESOLVED|Firefox|--|DUPLICATE|normal|False
1498035|NEW|Firefox|P3||normal|True
1498039|NEW|Firefox|P3||normal|True
1498040|RESOLVED|Firefox|--|FIXED|normal|True
1498043|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1498044|NEW|Firefox|P3||normal|True
1498056|RESOLVED|Firefox|P1|INVALID|normal|True
1498062|RESOLVED|Firefox|--|FIXED|normal|True
1498071|RESOLVED|Firefox|P5|FIXED|normal|True
1498080|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1498093|NEW|Firefox|P5||normal|True
1498178|RESOLVED|Firefox|P1|FIXED|normal|True
1498179|RESOLVED|Firefox|P1|FIXED|normal|True
1498181|RESOLVED|Firefox|P1|FIXED|normal|True
1498198|RESOLVED|Firefox|--|DUPLICATE|normal|False
1498212|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1498214|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1498217|RESOLVED|Firefox|--|DUPLICATE|normal|False
1498219|RESOLVED|Firefox|--|DUPLICATE|normal|True
1498223|VERIFIED|Firefox|--|FIXED|normal|True
1498225|NEW|Firefox|P3||normal|True
1498230|RESOLVED|Firefox|--|DUPLICATE|normal|True
1498232|RESOLVED|Firefox|--|INVALID|normal|True
1498236|RESOLVED|Firefox|P3|DUPLICATE|normal|True
1498241|RESOLVED|Firefox|P1|DUPLICATE|normal|True
1498263|NEW|Firefox|P2||normal|True
1498265|RESOLVED|Firefox|P2|FIXED|enhancement|True
1498274|RESOLVED|Firefox|P1|FIXED|normal|True
1498282|RESOLVED|Firefox|P2|WORKSFORME|normal|True
1498297|RESOLVED|Firefox|--|INVALID|normal|True
1498308|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1498314|RESOLVED|Firefox|P2|FIXED|enhancement|True
1498324|RESOLVED|Firefox|--|INVALID|normal|False
1498359|RESOLVED|Firefox|--|DUPLICATE|normal|False
1498361|RESOLVED|Firefox|--|INVALID|normal|False
1498367|RESOLVED|Firefox|--|INVALID|normal|True
1498375|RESOLVED|Firefox|--|FIXED|normal|True
1498378|RESOLVED|Firefox|P1|FIXED|normal|True
1498379|RESOLVED|Firefox|--|FIXED|normal|True
1498390|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1498400|RESOLVED|Firefox|P2|FIXED|normal|True
1498403|ASSIGNED|Firefox|P1||normal|True
1498410|RESOLVED|Firefox|--|FIXED|normal|True
1498411|RESOLVED|Firefox|--|DUPLICATE|normal|True
1498422|NEW|Firefox|P2||enhancement|True
1498439|RESOLVED|Firefox|--|DUPLICATE|normal|False
1498447|NEW|Firefox|P3||normal|True
1498451|RESOLVED|Firefox|P3|FIXED|normal|True
